"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.0019996158033191,-1,-1,1
"OVOL2",0.0019996158033191,1,-0.0019996158033191,-0.0019996158033191,0.0019996158033191
"SNAIL",-1,-0.0019996158033191,1,1,-1
"ZEB",-1,-0.0019996158033191,1,1,-1
"miR200",1,0.0019996158033191,-1,-1,1
