"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.000303703291010148,-1,-1,0.00289046295342476
"OVOL2",0.000303703291010148,1,-0.000303703291010174,-0.000303703291010174,-0.32859368976076
"SNAIL",-1,-0.000303703291010174,1,1,-0.00289046295342476
"ZEB",-1,-0.000303703291010174,1,1,-0.00289046295342476
"miR200",0.00289046295342476,-0.32859368976076,-0.00289046295342476,-0.00289046295342476,1
