"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00180228444625631,-1,-1,1
"OVOL2",-0.00180228444625631,1,0.00180228444625634,0.00180228444625634,-0.00180228444625631
"SNAIL",-1,0.00180228444625634,1,1,-1
"ZEB",-1,0.00180228444625634,1,1,-1
"miR200",1,-0.00180228444625631,-1,-1,1
