"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.0068180432604578,-0.0143993796838261,-1,0.50674369580011
"OVOL2",0.0068180432604578,1,-0.000204644116928227,-0.0068180432604578,-0.158470606099392
"SNAIL",-0.0143993796838261,-0.000204644116928227,1,0.0143993796838262,-0.507722162739858
"ZEB",-1,-0.0068180432604578,0.0143993796838262,1,-0.50674369580011
"miR200",0.50674369580011,-0.158470606099392,-0.507722162739858,-0.50674369580011,1
