"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.000305266688912899,-1,0.619890020113717
"OVOL2",1,1,-0.000305266688912899,-1,0.619890020113717
"SNAIL",-0.000305266688912899,-0.000305266688912899,1,0.000305266688912899,-0.380409291776218
"ZEB",-1,-1,0.000305266688912899,1,-0.619890020113717
"miR200",0.619890020113717,0.619890020113717,-0.380409291776218,-0.619890020113717,1
