"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.010671177358748,-1,-1,1
"OVOL2",-0.010671177358748,1,0.010671177358748,0.010671177358748,-0.010671177358748
"SNAIL",-1,0.010671177358748,1,1,-1
"ZEB",-1,0.010671177358748,1,1,-1
"miR200",1,-0.010671177358748,-1,-1,1
