"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.13202966922255,-1,0.13202966922255
"OVOL2",1,1,-0.13202966922255,-1,0.13202966922255
"SNAIL",-0.13202966922255,-0.13202966922255,1,0.13202966922255,-1
"ZEB",-1,-1,0.13202966922255,1,-0.13202966922255
"miR200",0.13202966922255,0.13202966922255,-1,-0.13202966922255,1
