"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.307206216031556,-1,0.307206216031556
"OVOL2",1,1,-0.307206216031556,-1,0.307206216031556
"SNAIL",-0.307206216031556,-0.307206216031556,1,0.307206216031556,-1
"ZEB",-1,-1,0.307206216031556,1,-0.307206216031556
"miR200",0.307206216031556,0.307206216031556,-1,-0.307206216031556,1
