"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00390982702767212,-0.344011718188088,-1,1
"OVOL2",0.00390982702767212,1,-0.00930008758081634,-0.00390982702767213,0.00390982702767212
"SNAIL",-0.344011718188088,-0.00930008758081634,1,0.344011718188088,-0.344011718188088
"ZEB",-1,-0.00390982702767213,0.344011718188088,1,-1
"miR200",1,0.00390982702767212,-0.344011718188088,-1,1
