"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.126493135089624,-1,0.126493135089624
"OVOL2",1,1,-0.126493135089624,-1,0.126493135089624
"SNAIL",-0.126493135089624,-0.126493135089624,1,0.126493135089624,-1
"ZEB",-1,-1,0.126493135089624,1,-0.126493135089624
"miR200",0.126493135089624,0.126493135089624,-1,-0.126493135089624,1
