"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.0153926397757671,-1,0.0153926397757671
"OVOL2",1,1,-0.0153926397757671,-1,0.0153926397757671
"SNAIL",-0.0153926397757671,-0.0153926397757671,1,0.015392639775767,-1
"ZEB",-1,-1,0.015392639775767,1,-0.015392639775767
"miR200",0.0153926397757671,0.0153926397757671,-1,-0.015392639775767,1
