"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.265037503195295,-1,-0.167847509300221
"OVOL2",1,1,-0.265037503195295,-1,-0.167847509300221
"SNAIL",-0.265037503195295,-0.265037503195295,1,0.265037503195295,-0.567109984223809
"ZEB",-1,-1,0.265037503195295,1,0.167847509300221
"miR200",-0.167847509300221,-0.167847509300221,-0.567109984223809,0.167847509300221,1
