"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.188068307723081,-1,1
"OVOL2",1,1,-0.188068307723081,-1,1
"SNAIL",-0.188068307723081,-0.188068307723081,1,0.188068307723081,-0.188068307723081
"ZEB",-1,-1,0.188068307723081,1,-1
"miR200",1,1,-0.188068307723081,-1,1
