"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.0481104104020532,-1,1
"OVOL2",1,1,-0.0481104104020532,-1,1
"SNAIL",-0.0481104104020532,-0.0481104104020532,1,0.0481104104020532,-0.0481104104020532
"ZEB",-1,-1,0.0481104104020532,1,-1
"miR200",1,1,-0.0481104104020532,-1,1
