"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.000854967358970186,-0.301880763532273,-1,1
"OVOL2",0.000854967358970186,1,0.00203703753351429,-0.000854967358970187,0.000854967358970186
"SNAIL",-0.301880763532273,0.00203703753351429,1,0.301880763532273,-0.301880763532273
"ZEB",-1,-0.000854967358970187,0.301880763532273,1,-1
"miR200",1,0.000854967358970186,-0.301880763532273,-1,1
