"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.0011108051891715,-0.256189708761396,-1,1
"OVOL2",0.0011108051891715,1,-0.00147352395847008,-0.0011108051891715,0.0011108051891715
"SNAIL",-0.256189708761396,-0.00147352395847008,1,0.256189708761396,-0.256189708761396
"ZEB",-1,-0.0011108051891715,0.256189708761396,1,-1
"miR200",1,0.0011108051891715,-0.256189708761396,-1,1
