"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00364006542011388,-1,-1,1
"OVOL2",0.00364006542011388,1,-0.00364006542011388,-0.00364006542011388,0.00364006542011388
"SNAIL",-1,-0.00364006542011388,1,1,-1
"ZEB",-1,-0.00364006542011388,1,1,-1
"miR200",1,0.00364006542011388,-1,-1,1
