"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00188648189044588,-1,-1,1
"OVOL2",-0.00188648189044588,1,0.00188648189044585,0.00188648189044585,-0.00188648189044588
"SNAIL",-1,0.00188648189044585,1,1,-1
"ZEB",-1,0.00188648189044585,1,1,-1
"miR200",1,-0.00188648189044588,-1,-1,1
