"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00950246908342838,-1,-1,-0.00630150594477364
"OVOL2",-0.00950246908342838,1,0.00950246908342837,0.00950246908342837,-0.329999119471683
"SNAIL",-1,0.00950246908342837,1,1,0.00630150594477365
"ZEB",-1,0.00950246908342837,1,1,0.00630150594477365
"miR200",-0.00630150594477364,-0.329999119471683,0.00630150594477365,0.00630150594477365,1
