"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00841426490183577,-0.106747033507967,-1,1
"OVOL2",-0.00841426490183577,1,-0.00219567840870812,0.00841426490183576,-0.00841426490183577
"SNAIL",-0.106747033507967,-0.00219567840870812,1,0.106747033507967,-0.106747033507967
"ZEB",-1,0.00841426490183576,0.106747033507967,1,-1
"miR200",1,-0.00841426490183577,-0.106747033507967,-1,1
