"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00463329566939709,-1,-1,1
"OVOL2",0.00463329566939709,1,-0.00463329566939711,-0.00463329566939711,0.00463329566939709
"SNAIL",-1,-0.00463329566939711,1,1,-1
"ZEB",-1,-0.00463329566939711,1,1,-1
"miR200",1,0.00463329566939709,-1,-1,1
