"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00750318437285963,-1,-1,1
"OVOL2",-0.00750318437285963,1,0.00750318437285965,0.00750318437285965,-0.00750318437285963
"SNAIL",-1,0.00750318437285965,1,1,-1
"ZEB",-1,0.00750318437285965,1,1,-1
"miR200",1,-0.00750318437285963,-1,-1,1
