"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.210132170622216,-1,0.210132170622216
"OVOL2",1,1,-0.210132170622216,-1,0.210132170622216
"SNAIL",-0.210132170622216,-0.210132170622216,1,0.210132170622216,-1
"ZEB",-1,-1,0.210132170622216,1,-0.210132170622216
"miR200",0.210132170622216,0.210132170622216,-1,-0.210132170622216,1
