"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00981405086006312,-0.102438110095006,-1,1
"OVOL2",0.00981405086006312,1,0.0073907082159845,-0.00981405086006312,0.00981405086006312
"SNAIL",-0.102438110095006,0.0073907082159845,1,0.102438110095006,-0.102438110095006
"ZEB",-1,-0.00981405086006312,0.102438110095006,1,-1
"miR200",1,0.00981405086006312,-0.102438110095006,-1,1
