"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.247812408258461,-1,0.247812408258461
"OVOL2",1,1,-0.247812408258461,-1,0.247812408258461
"SNAIL",-0.247812408258461,-0.247812408258461,1,0.247812408258461,-1
"ZEB",-1,-1,0.247812408258461,1,-0.247812408258461
"miR200",0.247812408258461,0.247812408258461,-1,-0.247812408258461,1
