"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.231042294697789,-1,-0.182438172356112
"OVOL2",1,1,-0.231042294697789,-1,-0.182438172356112
"SNAIL",-0.231042294697789,-0.231042294697789,1,0.231042294697789,-0.58651848564335
"ZEB",-1,-1,0.231042294697789,1,0.182438172356112
"miR200",-0.182438172356112,-0.182438172356112,-0.58651848564335,0.182438172356112,1
