"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00362156183575431,-1,-1,1
"OVOL2",-0.00362156183575431,1,0.00362156183575433,0.00362156183575433,-0.00362156183575431
"SNAIL",-1,0.00362156183575433,1,1,-1
"ZEB",-1,0.00362156183575433,1,1,-1
"miR200",1,-0.00362156183575431,-1,-1,1
