"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.000914174430927631,-0.220202083393144,-1,0.611303411837233
"OVOL2",-0.000914174430927631,1,-0.00350849779793729,0.000914174430927621,-0.126337194777483
"SNAIL",-0.220202083393144,-0.00350849779793729,1,0.220202083393144,-0.60888542315557
"ZEB",-1,0.000914174430927621,0.220202083393144,1,-0.611303411837233
"miR200",0.611303411837233,-0.126337194777483,-0.60888542315557,-0.611303411837233,1
