"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,-0.00679913474797864,-0.297065508418839,-1,1
"OVOL2",-0.00679913474797864,1,0.0055825945872022,0.00679913474797865,-0.00679913474797864
"SNAIL",-0.297065508418839,0.0055825945872022,1,0.297065508418839,-0.297065508418839
"ZEB",-1,0.00679913474797865,0.297065508418839,1,-1
"miR200",1,-0.00679913474797864,-0.297065508418839,-1,1
