"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,1,-0.103743443240271,-1,0.103743443240271
"OVOL2",1,1,-0.103743443240271,-1,0.103743443240271
"SNAIL",-0.103743443240271,-0.103743443240271,1,0.103743443240271,-1
"ZEB",-1,-1,0.103743443240271,1,-0.103743443240271
"miR200",0.103743443240271,0.103743443240271,-1,-0.103743443240271,1
