"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00139453482733721,-1,-1,0.00120674111142989
"OVOL2",0.00139453482733721,1,-0.00139453482733721,-0.00139453482733721,-0.336050057489068
"SNAIL",-1,-0.00139453482733721,1,1,-0.00120674111142989
"ZEB",-1,-0.00139453482733721,1,1,-0.00120674111142989
"miR200",0.00120674111142989,-0.336050057489068,-0.00120674111142989,-0.00120674111142989,1
