"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.0149962000299358,-0.104420434682759,-1,0.104420434682759
"OVOL2",0.0149962000299358,1,0.00840378689889572,-0.0149962000299359,-0.00840378689889572
"SNAIL",-0.104420434682759,0.00840378689889572,1,0.104420434682759,-1
"ZEB",-1,-0.0149962000299359,0.104420434682759,1,-0.104420434682759
"miR200",0.104420434682759,-0.00840378689889572,-1,-0.104420434682759,1
