"","GRHL2","OVOL2","SNAIL","ZEB","miR200"
"GRHL2",1,0.00359777525459038,-1,-1,1
"OVOL2",0.00359777525459038,1,-0.00359777525459043,-0.00359777525459043,0.00359777525459038
"SNAIL",-1,-0.00359777525459043,1,1,-1
"ZEB",-1,-0.00359777525459043,1,1,-1
"miR200",1,0.00359777525459038,-1,-1,1
