"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,0.0719905150131889,-1,-1,0.0719905150131889,-0.00450812743759552,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0719905150131889,0.134641546994569,1,0.00248495915325371
"CLDN7",1,1,-1,0.0719905150131889,-1,-1,0.0719905150131889,-0.00450812743759552,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0719905150131889,0.134641546994569,1,0.00248495915325371
"FOXC2",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"GRHL2",0.0719905150131889,0.0719905150131889,-0.0719905150131889,1,-0.0719905150131889,-0.0719905150131889,1,-0.00269564254581986,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,0.0719905150131889,0.0719905150131889,0.0719905150131889,0.0719905150131889,0.0719905150131889,1,-0.00528776636226616,0.0719905150131889,-0.0016602103603469
"GSC",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"KLF8",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"NP63",0.0719905150131889,0.0719905150131889,-0.0719905150131889,1,-0.0719905150131889,-0.0719905150131889,1,-0.00269564254581986,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,-0.0719905150131889,0.0719905150131889,0.0719905150131889,0.0719905150131889,0.0719905150131889,0.0719905150131889,1,-0.00528776636226616,0.0719905150131889,-0.0016602103603469
"OVOL2",-0.00450812743759552,-0.00450812743759552,0.00450812743759552,-0.00269564254581986,0.00450812743759552,0.00450812743759552,-0.00269564254581986,1,0.00450812743759552,0.00450812743759552,0.00450812743759552,0.00450812743759552,0.00450812743759552,0.00450812743759552,0.00450812743759552,0.00450812743759552,0.00450812743759552,-0.00450812743759552,-0.00450812743759552,-0.00450812743759552,-0.00450812743759552,-0.00450812743759552,-0.00269564254581986,0.00590098205124817,-0.00450812743759552,0.00188938474101614
"SNAI1",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"SNAI2",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"TCF3",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"TGFbeta",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"TWIST1",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"TWIST2",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"VIM",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
"ZEB1",-1,-1,1,-0.0719905150131889,1,1,-0.0719905150131889,0.00450812743759552,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0719905150131889,-0.134641546994569,-1,-0.00248495915325371
