"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"CLDN7",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"FOXC2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"GRHL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"GSC",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"KLF8",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"NP63",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"OVOL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"SNAI1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"SNAI2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"TCF3",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"TGFbeta",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"TWIST1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"TWIST2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"VIM",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"ZEB1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"ZEB2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0747219032857882,-1,-0.00249477508409075
"miR101",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"miR141",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"miR200a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"miR200b",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"miR200c",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"miR205",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"miR30c",0.0747219032857882,0.0747219032857882,-0.0747219032857882,0.0747219032857882,-0.0747219032857882,-0.0747219032857882,0.0747219032857882,0.0747219032857882,-0.0747219032857882,-0.0747219032857882,-0.0747219032857882,-0.0747219032857882,-0.0747219032857882,-0.0747219032857882,-0.0747219032857882,-0.0747219032857882,-0.0747219032857882,0.0747219032857882,0.0747219032857882,0.0747219032857882,0.0747219032857882,0.0747219032857882,0.0747219032857882,1,0.0747219032857882,0.00544819210696096
"miR34a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0747219032857882,1,0.0024947750840908
"miR9",0.0024947750840908,0.0024947750840908,-0.00249477508409075,0.0024947750840908,-0.00249477508409075,-0.00249477508409075,0.0024947750840908,0.0024947750840908,-0.00249477508409075,-0.00249477508409075,-0.00249477508409075,-0.00249477508409075,-0.00249477508409075,-0.00249477508409075,-0.00249477508409075,-0.00249477508409075,-0.00249477508409075,0.0024947750840908,0.0024947750840908,0.0024947750840908,0.0024947750840908,0.0024947750840908,0.0024947750840908,0.00544819210696096,0.0024947750840908,1
