"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"CLDN7",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"FOXC2",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"GRHL2",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"GSC",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"KLF8",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"NP63",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"OVOL2",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"SNAI1",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"SNAI2",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"TCF3",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"TGFbeta",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"TWIST1",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"TWIST2",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"VIM",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"ZEB1",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"ZEB2",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"miR101",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"miR141",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"miR200a",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"miR200b",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"miR200c",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"miR205",-1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0906380172474134,-1,-0.0120042096098775
"miR30c",0.0906380172474134,0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,-0.0906380172474134,0.0906380172474134,0.0906380172474134,0.0906380172474134,0.0906380172474134,0.0906380172474134,-0.0906380172474134,1,0.0906380172474134,0.000601201742957007
"miR34a",1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0906380172474134,1,0.0120042096098775
"miR9",0.0120042096098775,0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,-0.0120042096098775,0.0120042096098775,0.0120042096098775,0.0120042096098775,0.0120042096098775,0.0120042096098775,-0.0120042096098775,0.000601201742957007,0.0120042096098775,1
