"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.820557484529211,-0.820557484529211,0.820557484529211,-0.820557484529211,-1,0.820557484529211,0.820557484529211,-1,-1,-1,-0.820557484529211,-1,-1,-0.86376330191263,-0.820557484529211,-0.86376330191263,1,0.820557484529211,0.86376330191263,0.820557484529211,0.820557484529211,0.820557484529211,0.283580858956204,1,0.0177196943526136
"CLDN7",0.820557484529211,1,-1,1,-1,-0.820557484529211,1,1,-0.820557484529211,-0.820557484529211,-0.820557484529211,-1,-0.820557484529211,-0.820557484529211,-0.956788803406922,-1,-0.956788803406922,0.820557484529211,1,0.956788803406922,1,1,1,0.104142543614433,0.820557484529211,0.0434917789799558
"FOXC2",-0.820557484529211,-1,1,-1,1,0.820557484529211,-1,-1,0.820557484529211,0.820557484529211,0.820557484529211,1,0.820557484529211,0.820557484529211,0.956788803406922,1,0.956788803406922,-0.820557484529211,-1,-0.956788803406922,-1,-1,-1,-0.104142543614433,-0.820557484529211,-0.0434917789799558
"GRHL2",0.820557484529211,1,-1,1,-1,-0.820557484529211,1,1,-0.820557484529211,-0.820557484529211,-0.820557484529211,-1,-0.820557484529211,-0.820557484529211,-0.956788803406922,-1,-0.956788803406922,0.820557484529211,1,0.956788803406922,1,1,1,0.104142543614433,0.820557484529211,0.0434917789799558
"GSC",-0.820557484529211,-1,1,-1,1,0.820557484529211,-1,-1,0.820557484529211,0.820557484529211,0.820557484529211,1,0.820557484529211,0.820557484529211,0.956788803406922,1,0.956788803406922,-0.820557484529211,-1,-0.956788803406922,-1,-1,-1,-0.104142543614433,-0.820557484529211,-0.0434917789799558
"KLF8",-1,-0.820557484529211,0.820557484529211,-0.820557484529211,0.820557484529211,1,-0.820557484529211,-0.820557484529211,1,1,1,0.820557484529211,1,1,0.86376330191263,0.820557484529211,0.86376330191263,-1,-0.820557484529211,-0.86376330191263,-0.820557484529211,-0.820557484529211,-0.820557484529211,-0.283580858956204,-1,-0.0177196943526136
"NP63",0.820557484529211,1,-1,1,-1,-0.820557484529211,1,1,-0.820557484529211,-0.820557484529211,-0.820557484529211,-1,-0.820557484529211,-0.820557484529211,-0.956788803406922,-1,-0.956788803406922,0.820557484529211,1,0.956788803406922,1,1,1,0.104142543614433,0.820557484529211,0.0434917789799558
"OVOL2",0.820557484529211,1,-1,1,-1,-0.820557484529211,1,1,-0.820557484529211,-0.820557484529211,-0.820557484529211,-1,-0.820557484529211,-0.820557484529211,-0.956788803406922,-1,-0.956788803406922,0.820557484529211,1,0.956788803406922,1,1,1,0.104142543614433,0.820557484529211,0.0434917789799558
"SNAI1",-1,-0.820557484529211,0.820557484529211,-0.820557484529211,0.820557484529211,1,-0.820557484529211,-0.820557484529211,1,1,1,0.820557484529211,1,1,0.86376330191263,0.820557484529211,0.86376330191263,-1,-0.820557484529211,-0.86376330191263,-0.820557484529211,-0.820557484529211,-0.820557484529211,-0.283580858956204,-1,-0.0177196943526136
"SNAI2",-1,-0.820557484529211,0.820557484529211,-0.820557484529211,0.820557484529211,1,-0.820557484529211,-0.820557484529211,1,1,1,0.820557484529211,1,1,0.86376330191263,0.820557484529211,0.86376330191263,-1,-0.820557484529211,-0.86376330191263,-0.820557484529211,-0.820557484529211,-0.820557484529211,-0.283580858956204,-1,-0.0177196943526136
"TCF3",-1,-0.820557484529211,0.820557484529211,-0.820557484529211,0.820557484529211,1,-0.820557484529211,-0.820557484529211,1,1,1,0.820557484529211,1,1,0.86376330191263,0.820557484529211,0.86376330191263,-1,-0.820557484529211,-0.86376330191263,-0.820557484529211,-0.820557484529211,-0.820557484529211,-0.283580858956204,-1,-0.0177196943526136
"TGFbeta",-0.820557484529211,-1,1,-1,1,0.820557484529211,-1,-1,0.820557484529211,0.820557484529211,0.820557484529211,1,0.820557484529211,0.820557484529211,0.956788803406922,1,0.956788803406922,-0.820557484529211,-1,-0.956788803406922,-1,-1,-1,-0.104142543614433,-0.820557484529211,-0.0434917789799558
"TWIST1",-1,-0.820557484529211,0.820557484529211,-0.820557484529211,0.820557484529211,1,-0.820557484529211,-0.820557484529211,1,1,1,0.820557484529211,1,1,0.86376330191263,0.820557484529211,0.86376330191263,-1,-0.820557484529211,-0.86376330191263,-0.820557484529211,-0.820557484529211,-0.820557484529211,-0.283580858956204,-1,-0.0177196943526136
"TWIST2",-1,-0.820557484529211,0.820557484529211,-0.820557484529211,0.820557484529211,1,-0.820557484529211,-0.820557484529211,1,1,1,0.820557484529211,1,1,0.86376330191263,0.820557484529211,0.86376330191263,-1,-0.820557484529211,-0.86376330191263,-0.820557484529211,-0.820557484529211,-0.820557484529211,-0.283580858956204,-1,-0.0177196943526136
