"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.804307906900973,-0.916558288093336,0.804307906900973,-0.804307906900973,-0.916558288093336,0.804307906900973,0.804307906900973,-0.916558288093336,-0.916558288093336,-0.916558288093336,-0.804307906900973,-0.916558288093336,-0.916558288093336,-0.916558288093336,-0.804307906900973,-0.916558288093336,0.916558288093336,0.804307906900973,0.916558288093336,0.916558288093336,0.804307906900973,0.804307906900973,0.254233497202075,0.804307906900973,-0.112751749355583
"CLDN7",0.804307906900973,1,-0.720867982132834,1,-1,-0.720867982132834,1,1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,0.720867982132834,1,0.720867982132834,0.720867982132834,1,1,0.0585201334250112,1,0.00168512340964929
"FOXC2",-0.916558288093336,-0.720867982132834,1,-0.720867982132834,0.720867982132834,1,-0.720867982132834,-0.720867982132834,1,1,1,0.720867982132834,1,1,1,0.720867982132834,1,-1,-0.720867982132834,-1,-1,-0.720867982132834,-0.720867982132834,-0.337678530107586,-0.720867982132834,0.0293045611340661
"GRHL2",0.804307906900973,1,-0.720867982132834,1,-1,-0.720867982132834,1,1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,0.720867982132834,1,0.720867982132834,0.720867982132834,1,1,0.0585201334250112,1,0.00168512340964929
"GSC",-0.804307906900973,-1,0.720867982132834,-1,1,0.720867982132834,-1,-1,0.720867982132834,0.720867982132834,0.720867982132834,1,0.720867982132834,0.720867982132834,0.720867982132834,1,0.720867982132834,-0.720867982132834,-1,-0.720867982132834,-0.720867982132834,-1,-1,-0.0585201334250111,-1,-0.00168512340964931
"KLF8",-0.916558288093336,-0.720867982132834,1,-0.720867982132834,0.720867982132834,1,-0.720867982132834,-0.720867982132834,1,1,1,0.720867982132834,1,1,1,0.720867982132834,1,-1,-0.720867982132834,-1,-1,-0.720867982132834,-0.720867982132834,-0.337678530107586,-0.720867982132834,0.0293045611340661
"NP63",0.804307906900973,1,-0.720867982132834,1,-1,-0.720867982132834,1,1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,0.720867982132834,1,0.720867982132834,0.720867982132834,1,1,0.0585201334250112,1,0.00168512340964929
"OVOL2",0.804307906900973,1,-0.720867982132834,1,-1,-0.720867982132834,1,1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,-0.720867982132834,-0.720867982132834,-1,-0.720867982132834,0.720867982132834,1,0.720867982132834,0.720867982132834,1,1,0.0585201334250112,1,0.00168512340964929
"SNAI1",-0.916558288093336,-0.720867982132834,1,-0.720867982132834,0.720867982132834,1,-0.720867982132834,-0.720867982132834,1,1,1,0.720867982132834,1,1,1,0.720867982132834,1,-1,-0.720867982132834,-1,-1,-0.720867982132834,-0.720867982132834,-0.337678530107586,-0.720867982132834,0.0293045611340661
"SNAI2",-0.916558288093336,-0.720867982132834,1,-0.720867982132834,0.720867982132834,1,-0.720867982132834,-0.720867982132834,1,1,1,0.720867982132834,1,1,1,0.720867982132834,1,-1,-0.720867982132834,-1,-1,-0.720867982132834,-0.720867982132834,-0.337678530107586,-0.720867982132834,0.0293045611340661
"TCF3",-0.916558288093336,-0.720867982132834,1,-0.720867982132834,0.720867982132834,1,-0.720867982132834,-0.720867982132834,1,1,1,0.720867982132834,1,1,1,0.720867982132834,1,-1,-0.720867982132834,-1,-1,-0.720867982132834,-0.720867982132834,-0.337678530107586,-0.720867982132834,0.0293045611340661
