"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,-0.266066720576733,-1,-1,-0.269263569768424,0.267652366565962,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.266421961170966,0.0877844928060471,1,0.0488695939409086
"CLDN7",1,1,-1,-0.266066720576733,-1,-1,-0.269263569768424,0.267652366565962,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.266421961170966,0.0877844928060471,1,0.0488695939409086
"FOXC2",-1,-1,1,0.266066720576733,1,1,0.269263569768424,-0.267652366565962,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.266421961170966,-0.0877844928060471,-1,-0.0488695939409086
"GRHL2",-0.266066720576733,-0.266066720576733,0.266066720576733,1,0.266066720576733,0.266066720576733,0.477354129348724,0.0589346390497705,0.266066720576733,0.266066720576733,0.266066720576733,0.266066720576733,0.266066720576733,0.266066720576733,0.266066720576733,0.266066720576733,0.266066720576733,-0.266066720576733,-0.266066720576733,-0.266066720576733,-0.266066720576733,-0.266066720576733,0.4998988294476,-0.0342767950144631,-0.266066720576733,-0.00853387366097431
"GSC",-1,-1,1,0.266066720576733,1,1,0.269263569768424,-0.267652366565962,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.266421961170966,-0.0877844928060471,-1,-0.0488695939409086
"KLF8",-1,-1,1,0.266066720576733,1,1,0.269263569768424,-0.267652366565962,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.266421961170966,-0.0877844928060471,-1,-0.0488695939409086
"NP63",-0.269263569768424,-0.269263569768424,0.269263569768424,0.477354129348724,0.269263569768424,0.269263569768424,1,-0.334459864598802,0.269263569768424,0.269263569768424,0.269263569768424,0.269263569768424,0.269263569768424,0.269263569768424,0.269263569768424,0.269263569768424,0.269263569768424,-0.269263569768424,-0.269263569768424,-0.269263569768424,-0.269263569768424,-0.269263569768424,0.536005819983671,-0.023417276675114,-0.269263569768424,-0.0109407735998202
"OVOL2",0.267652366565962,0.267652366565962,-0.267652366565962,0.0589346390497705,-0.267652366565962,-0.267652366565962,-0.334459864598802,1,-0.267652366565962,-0.267652366565962,-0.267652366565962,-0.267652366565962,-0.267652366565962,-0.267652366565962,-0.267652366565962,-0.267652366565962,-0.267652366565962,0.267652366565962,0.267652366565962,0.267652366565962,0.267652366565962,0.267652366565962,-0.0587207793389029,0.0165842299213638,0.267652366565962,0.00973589283466211
"SNAI1",-1,-1,1,0.266066720576733,1,1,0.269263569768424,-0.267652366565962,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.266421961170966,-0.0877844928060471,-1,-0.0488695939409086
"SNAI2",-1,-1,1,0.266066720576733,1,1,0.269263569768424,-0.267652366565962,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.266421961170966,-0.0877844928060471,-1,-0.0488695939409086
