"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.842505444484151,-1,0.186312514637579,-0.842505444484151,-1,0.186312514637579,0.186312514637579,-1,-1,-1,-0.842505444484151,-1,-1,-1,-0.842505444484151,-1,1,0.842505444484151,0.842505444484151,1,1,0.186312514637579,0.364820630098204,0.842505444484151,0.000199759711653987
"CLDN7",0.842505444484151,1,-0.842505444484151,0.343807366991784,-1,-0.842505444484151,0.343807366991784,0.343807366991784,-0.842505444484151,-0.842505444484151,-0.842505444484151,-1,-0.842505444484151,-0.842505444484151,-0.842505444484151,-1,-0.842505444484151,0.842505444484151,1,1,0.842505444484151,0.842505444484151,0.343807366991784,0.207326239062508,1,0.00760408596773338
"FOXC2",-1,-0.842505444484151,1,-0.186312514637579,0.842505444484151,1,-0.186312514637579,-0.186312514637579,1,1,1,0.842505444484151,1,1,1,0.842505444484151,1,-1,-0.842505444484151,-0.842505444484151,-1,-1,-0.186312514637579,-0.364820630098204,-0.842505444484151,-0.000199759711654015
"GRHL2",0.186312514637579,0.343807366991784,-0.186312514637579,1,-0.343807366991784,-0.186312514637579,1,1,-0.186312514637579,-0.186312514637579,-0.186312514637579,-0.343807366991784,-0.186312514637579,-0.186312514637579,-0.186312514637579,-0.343807366991784,-0.186312514637579,0.186312514637579,0.343807366991784,0.343807366991784,0.186312514637579,0.186312514637579,1,0.00820313820337244,0.343807366991784,0.013008414259805
"GSC",-0.842505444484151,-1,0.842505444484151,-0.343807366991784,1,0.842505444484151,-0.343807366991784,-0.343807366991784,0.842505444484151,0.842505444484151,0.842505444484151,1,0.842505444484151,0.842505444484151,0.842505444484151,1,0.842505444484151,-0.842505444484151,-1,-1,-0.842505444484151,-0.842505444484151,-0.343807366991784,-0.207326239062508,-1,-0.00760408596773338
"KLF8",-1,-0.842505444484151,1,-0.186312514637579,0.842505444484151,1,-0.186312514637579,-0.186312514637579,1,1,1,0.842505444484151,1,1,1,0.842505444484151,1,-1,-0.842505444484151,-0.842505444484151,-1,-1,-0.186312514637579,-0.364820630098204,-0.842505444484151,-0.000199759711654015
"NP63",0.186312514637579,0.343807366991784,-0.186312514637579,1,-0.343807366991784,-0.186312514637579,1,1,-0.186312514637579,-0.186312514637579,-0.186312514637579,-0.343807366991784,-0.186312514637579,-0.186312514637579,-0.186312514637579,-0.343807366991784,-0.186312514637579,0.186312514637579,0.343807366991784,0.343807366991784,0.186312514637579,0.186312514637579,1,0.00820313820337244,0.343807366991784,0.013008414259805
"OVOL2",0.186312514637579,0.343807366991784,-0.186312514637579,1,-0.343807366991784,-0.186312514637579,1,1,-0.186312514637579,-0.186312514637579,-0.186312514637579,-0.343807366991784,-0.186312514637579,-0.186312514637579,-0.186312514637579,-0.343807366991784,-0.186312514637579,0.186312514637579,0.343807366991784,0.343807366991784,0.186312514637579,0.186312514637579,1,0.00820313820337244,0.343807366991784,0.013008414259805
"SNAI1",-1,-0.842505444484151,1,-0.186312514637579,0.842505444484151,1,-0.186312514637579,-0.186312514637579,1,1,1,0.842505444484151,1,1,1,0.842505444484151,1,-1,-0.842505444484151,-0.842505444484151,-1,-1,-0.186312514637579,-0.364820630098204,-0.842505444484151,-0.000199759711654015
"SNAI2",-1,-0.842505444484151,1,-0.186312514637579,0.842505444484151,1,-0.186312514637579,-0.186312514637579,1,1,1,0.842505444484151,1,1,1,0.842505444484151,1,-1,-0.842505444484151,-0.842505444484151,-1,-1,-0.186312514637579,-0.364820630098204,-0.842505444484151,-0.000199759711654015
