"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"CLDN7",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"FOXC2",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"GRHL2",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"GSC",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"KLF8",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"NP63",0.00327946044311982,0.00327946044311982,-0.00327946044311982,0.00327946044311982,-0.00327946044311982,-0.00327946044311982,1,-0.334588716316663,-0.00327946044311982,-0.00327946044311982,-0.00327946044311982,-0.00327946044311982,-0.00327946044311982,-0.00327946044311982,-0.00327946044311982,-0.00327946044311982,-0.00327946044311982,0.00327946044311982,0.00327946044311982,0.00327946044311982,0.00327946044311982,0.00327946044311982,0.552260410689577,-0.000126454350575953,0.00327946044311982,0.00272257241428254
"OVOL2",-0.00609851548201706,-0.00609851548201706,0.00609851548201707,-0.00609851548201706,0.00609851548201707,0.00609851548201707,-0.334588716316663,1,0.00609851548201707,0.00609851548201707,0.00609851548201707,0.00609851548201707,0.00609851548201707,0.00609851548201707,0.00609851548201707,0.00609851548201707,0.00609851548201707,-0.00609851548201706,-0.00609851548201706,-0.00609851548201706,-0.00609851548201706,-0.00609851548201706,-0.11253054439503,-0.00429540071614721,-0.00609851548201706,-0.0047187214688022
"SNAI1",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"SNAI2",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"TCF3",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"TGFbeta",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"TWIST1",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"TWIST2",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"VIM",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"ZEB1",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"ZEB2",-1,-1,1,-1,1,1,-0.00327946044311982,0.00609851548201707,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.0073076143646547,-0.304728795796474,-1,-0.0634442375214493
"miR101",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"miR141",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"miR200a",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"miR200b",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"miR200c",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"miR205",0.0073076143646547,0.0073076143646547,-0.0073076143646547,0.0073076143646547,-0.0073076143646547,-0.0073076143646547,0.552260410689577,-0.11253054439503,-0.0073076143646547,-0.0073076143646547,-0.0073076143646547,-0.0073076143646547,-0.0073076143646547,-0.0073076143646547,-0.0073076143646547,-0.0073076143646547,-0.0073076143646547,0.0073076143646547,0.0073076143646547,0.0073076143646547,0.0073076143646547,0.0073076143646547,1,0.00189657509832047,0.0073076143646547,0.00711974663815473
"miR30c",0.304728795796474,0.304728795796474,-0.304728795796474,0.304728795796474,-0.304728795796474,-0.304728795796474,-0.000126454350575953,-0.00429540071614721,-0.304728795796474,-0.304728795796474,-0.304728795796474,-0.304728795796474,-0.304728795796474,-0.304728795796474,-0.304728795796474,-0.304728795796474,-0.304728795796474,0.304728795796474,0.304728795796474,0.304728795796474,0.304728795796474,0.304728795796474,0.00189657509832047,1,0.304728795796474,-0.00449972729295223
"miR34a",1,1,-1,1,-1,-1,0.00327946044311982,-0.00609851548201706,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.0073076143646547,0.304728795796474,1,0.0634442375214493
"miR9",0.0634442375214493,0.0634442375214493,-0.0634442375214493,0.0634442375214493,-0.0634442375214493,-0.0634442375214493,0.00272257241428254,-0.0047187214688022,-0.0634442375214493,-0.0634442375214493,-0.0634442375214493,-0.0634442375214493,-0.0634442375214493,-0.0634442375214493,-0.0634442375214493,-0.0634442375214493,-0.0634442375214493,0.0634442375214493,0.0634442375214493,0.0634442375214493,0.0634442375214493,0.0634442375214493,0.00711974663815473,-0.00449972729295223,0.0634442375214493,1
