"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.826605516310294,-1,0.826605516310294,-0.826605516310294,-1,0.826605516310294,-0.00929253008855442,-1,-1,-1,-0.826605516310294,-1,-1,-1,-0.826605516310294,-0.826605516310294,1,0.826605516310294,0.826605516310294,0.826605516310294,0.826605516310294,0.826605516310294,0.0914414862890944,1,0.00244620119669607
"CLDN7",0.826605516310294,1,-0.826605516310294,1,-1,-0.826605516310294,1,-0.0080815112314422,-0.826605516310294,-0.826605516310294,-0.826605516310294,-1,-0.826605516310294,-0.826605516310294,-0.826605516310294,-1,-1,0.826605516310294,1,1,1,1,1,0.0754450924141316,0.826605516310294,0.0336523577586255
"FOXC2",-1,-0.826605516310294,1,-0.826605516310294,0.826605516310294,1,-0.826605516310294,0.00929253008855442,1,1,1,0.826605516310294,1,1,1,0.826605516310294,0.826605516310294,-1,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.0914414862890944,-1,-0.00244620119669607
"GRHL2",0.826605516310294,1,-0.826605516310294,1,-1,-0.826605516310294,1,-0.0080815112314422,-0.826605516310294,-0.826605516310294,-0.826605516310294,-1,-0.826605516310294,-0.826605516310294,-0.826605516310294,-1,-1,0.826605516310294,1,1,1,1,1,0.0754450924141316,0.826605516310294,0.0336523577586255
"GSC",-0.826605516310294,-1,0.826605516310294,-1,1,0.826605516310294,-1,0.0080815112314422,0.826605516310294,0.826605516310294,0.826605516310294,1,0.826605516310294,0.826605516310294,0.826605516310294,1,1,-0.826605516310294,-1,-1,-1,-1,-1,-0.0754450924141316,-0.826605516310294,-0.0336523577586255
"KLF8",-1,-0.826605516310294,1,-0.826605516310294,0.826605516310294,1,-0.826605516310294,0.00929253008855442,1,1,1,0.826605516310294,1,1,1,0.826605516310294,0.826605516310294,-1,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.0914414862890944,-1,-0.00244620119669607
"NP63",0.826605516310294,1,-0.826605516310294,1,-1,-0.826605516310294,1,-0.0080815112314422,-0.826605516310294,-0.826605516310294,-0.826605516310294,-1,-0.826605516310294,-0.826605516310294,-0.826605516310294,-1,-1,0.826605516310294,1,1,1,1,1,0.0754450924141316,0.826605516310294,0.0336523577586255
"OVOL2",-0.00929253008855442,-0.0080815112314422,0.00929253008855442,-0.0080815112314422,0.0080815112314422,0.00929253008855442,-0.0080815112314422,1,0.00929253008855442,0.00929253008855442,0.00929253008855442,0.0080815112314422,0.00929253008855442,0.00929253008855442,0.00929253008855442,0.0080815112314422,0.0080815112314422,-0.00929253008855442,-0.0080815112314422,-0.0080815112314422,-0.0080815112314422,-0.0080815112314422,-0.0080815112314422,0.001876547629023,-0.00929253008855442,0.0103509807207898
"SNAI1",-1,-0.826605516310294,1,-0.826605516310294,0.826605516310294,1,-0.826605516310294,0.00929253008855442,1,1,1,0.826605516310294,1,1,1,0.826605516310294,0.826605516310294,-1,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.0914414862890944,-1,-0.00244620119669607
"SNAI2",-1,-0.826605516310294,1,-0.826605516310294,0.826605516310294,1,-0.826605516310294,0.00929253008855442,1,1,1,0.826605516310294,1,1,1,0.826605516310294,0.826605516310294,-1,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.826605516310294,-0.0914414862890944,-1,-0.00244620119669607
