"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"CLDN7",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"FOXC2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"GRHL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"GSC",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"KLF8",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"NP63",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"OVOL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"SNAI1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"SNAI2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"TCF3",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"TGFbeta",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"TWIST1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"TWIST2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"VIM",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"ZEB1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"ZEB2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.081244082694661,-1,-0.00260547048331074
"miR101",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"miR141",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"miR200a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"miR200b",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"miR200c",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"miR205",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"miR30c",0.081244082694661,0.081244082694661,-0.081244082694661,0.081244082694661,-0.081244082694661,-0.081244082694661,0.081244082694661,0.081244082694661,-0.081244082694661,-0.081244082694661,-0.081244082694661,-0.081244082694661,-0.081244082694661,-0.081244082694661,-0.081244082694661,-0.081244082694661,-0.081244082694661,0.081244082694661,0.081244082694661,0.081244082694661,0.081244082694661,0.081244082694661,0.081244082694661,1,0.081244082694661,-0.00740538815589555
"miR34a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.081244082694661,1,0.00260547048331076
"miR9",0.00260547048331076,0.00260547048331076,-0.00260547048331074,0.00260547048331076,-0.00260547048331074,-0.00260547048331074,0.00260547048331076,0.00260547048331076,-0.00260547048331074,-0.00260547048331074,-0.00260547048331074,-0.00260547048331074,-0.00260547048331074,-0.00260547048331074,-0.00260547048331074,-0.00260547048331074,-0.00260547048331074,0.00260547048331076,0.00260547048331076,0.00260547048331076,0.00260547048331076,0.00260547048331076,0.00260547048331076,-0.00740538815589555,0.00260547048331076,1
