"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,-0.00592561226517169,-1,-1,-0.00168328521599403,-0.00598153368769216,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00511683038661456,0.259202403700566,1,0.0773643922348212
"CLDN7",1,1,-1,-0.00592561226517169,-1,-1,-0.00168328521599403,-0.00598153368769216,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.00511683038661456,0.259202403700566,1,0.0773643922348212
"FOXC2",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"GRHL2",-0.00592561226517169,-0.00592561226517169,0.00592561226517168,1,0.00592561226517168,0.00592561226517168,0.323446333197351,0.336500802824107,0.00592561226517168,0.00592561226517168,0.00592561226517168,0.00592561226517168,0.00592561226517168,0.00592561226517168,0.00592561226517168,0.00592561226517168,0.00592561226517168,-0.00592561226517169,-0.00592561226517169,-0.00592561226517169,-0.00592561226517169,-0.00592561226517169,0.403914452700853,-0.00251127481547124,-0.00592561226517169,0.0027070030340102
"GSC",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"KLF8",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"NP63",-0.00168328521599403,-0.00168328521599403,0.00168328521599403,0.323446333197351,0.00168328521599403,0.00168328521599403,1,-0.340042169429246,0.00168328521599403,0.00168328521599403,0.00168328521599403,0.00168328521599403,0.00168328521599403,0.00168328521599403,0.00168328521599403,0.00168328521599403,0.00168328521599403,-0.00168328521599403,-0.00168328521599403,-0.00168328521599403,-0.00168328521599403,-0.00168328521599403,0.487212525926157,0.000112025089769038,-0.00168328521599403,0.00733746210950009
"OVOL2",-0.00598153368769216,-0.00598153368769216,0.00598153368769216,0.336500802824107,0.00598153368769216,0.00598153368769216,-0.340042169429246,1,0.00598153368769216,0.00598153368769216,0.00598153368769216,0.00598153368769216,0.00598153368769216,0.00598153368769216,0.00598153368769216,0.00598153368769216,0.00598153368769216,-0.00598153368769216,-0.00598153368769216,-0.00598153368769216,-0.00598153368769216,-0.00598153368769216,0.0266014131226223,0.000270284198678956,-0.00598153368769216,-0.000934089943444629
"SNAI1",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"SNAI2",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"TCF3",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"TGFbeta",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"TWIST1",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"TWIST2",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"VIM",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
"ZEB1",-1,-1,1,0.00592561226517168,1,1,0.00168328521599403,0.00598153368769216,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.00511683038661456,-0.259202403700566,-1,-0.0773643922348212
