"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"CLDN7",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"FOXC2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"GRHL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"GSC",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"KLF8",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"NP63",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"OVOL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"SNAI1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"SNAI2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"TCF3",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"TGFbeta",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"TWIST1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"TWIST2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"VIM",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"ZEB1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"ZEB2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"miR101",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"miR141",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"miR200a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"miR200b",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"miR200c",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"miR205",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.336592977181054,-1,-0.0329217774360204
"miR30c",0.336592977181054,0.336592977181054,-0.336592977181054,0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,-0.336592977181054,0.336592977181054,0.336592977181054,0.336592977181054,0.336592977181054,0.336592977181054,-0.336592977181054,1,0.336592977181054,-0.00709673019943428
"miR34a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.336592977181054,1,0.0329217774360204
"miR9",0.0329217774360204,0.0329217774360204,-0.0329217774360204,0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,-0.0329217774360204,0.0329217774360204,0.0329217774360204,0.0329217774360204,0.0329217774360204,0.0329217774360204,-0.0329217774360204,-0.00709673019943428,0.0329217774360204,1
