"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"CLDN7",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"FOXC2",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"GRHL2",-0.254891970297373,-0.254891970297373,0.254891970297373,1,0.254891970297373,0.254891970297373,0.461530089703407,0.0737215177019578,0.254891970297373,0.254891970297373,0.254891970297373,0.254891970297373,0.254891970297373,0.254891970297373,0.254891970297373,0.254891970297373,0.254891970297373,-0.254891970297373,-0.254891970297373,-0.254891970297373,-0.254891970297373,-0.254891970297373,0.501656636901723,-0.091983274019414,-0.254891970297373,0.0105297077488583
"GSC",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"KLF8",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"NP63",-0.249675792559408,-0.249675792559408,0.249675792559408,0.461530089703407,0.249675792559408,0.249675792559408,1,-0.329947612908128,0.249675792559408,0.249675792559408,0.249675792559408,0.249675792559408,0.249675792559408,0.249675792559408,0.249675792559408,0.249675792559408,0.249675792559408,-0.249675792559408,-0.249675792559408,-0.249675792559408,-0.249675792559408,-0.249675792559408,0.535762399319155,-0.0855633567557792,-0.249675792559408,0.0181533736144112
"OVOL2",0.267328413891643,0.267328413891643,-0.267328413891643,0.0737215177019578,-0.267328413891643,-0.267328413891643,-0.329947612908128,1,-0.267328413891643,-0.267328413891643,-0.267328413891643,-0.267328413891643,-0.267328413891643,-0.267328413891643,-0.267328413891643,-0.267328413891643,-0.267328413891643,0.267328413891643,0.267328413891643,0.267328413891643,0.267328413891643,0.267328413891643,-0.0602811149374274,0.0948159391817346,0.267328413891643,-0.00694705070590818
"SNAI1",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"SNAI2",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"TCF3",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"TGFbeta",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"TWIST1",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"TWIST2",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"VIM",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"ZEB1",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"ZEB2",-1,-1,1,0.254891970297373,1,1,0.249675792559408,-0.267328413891643,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.255691791524097,-0.348784637209787,-1,0.0145486873724875
"miR101",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"miR141",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"miR200a",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"miR200b",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"miR200c",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"miR205",-0.255691791524097,-0.255691791524097,0.255691791524097,0.501656636901723,0.255691791524097,0.255691791524097,0.535762399319155,-0.0602811149374274,0.255691791524097,0.255691791524097,0.255691791524097,0.255691791524097,0.255691791524097,0.255691791524097,0.255691791524097,0.255691791524097,0.255691791524097,-0.255691791524097,-0.255691791524097,-0.255691791524097,-0.255691791524097,-0.255691791524097,1,-0.0855671632150096,-0.255691791524097,0.00812766634153559
"miR30c",0.348784637209787,0.348784637209787,-0.348784637209787,-0.091983274019414,-0.348784637209787,-0.348784637209787,-0.0855633567557792,0.0948159391817346,-0.348784637209787,-0.348784637209787,-0.348784637209787,-0.348784637209787,-0.348784637209787,-0.348784637209787,-0.348784637209787,-0.348784637209787,-0.348784637209787,0.348784637209787,0.348784637209787,0.348784637209787,0.348784637209787,0.348784637209787,-0.0855671632150096,1,0.348784637209787,0.00150983469419425
"miR34a",1,1,-1,-0.254891970297373,-1,-1,-0.249675792559408,0.267328413891643,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.255691791524097,0.348784637209787,1,-0.0145486873724875
"miR9",-0.0145486873724875,-0.0145486873724875,0.0145486873724875,0.0105297077488583,0.0145486873724875,0.0145486873724875,0.0181533736144112,-0.00694705070590818,0.0145486873724875,0.0145486873724875,0.0145486873724875,0.0145486873724875,0.0145486873724875,0.0145486873724875,0.0145486873724875,0.0145486873724875,0.0145486873724875,-0.0145486873724875,-0.0145486873724875,-0.0145486873724875,-0.0145486873724875,-0.0145486873724875,0.00812766634153559,0.00150983469419425,-0.0145486873724875,1
