"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"CLDN7",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"FOXC2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"GRHL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"GSC",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"KLF8",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"NP63",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"OVOL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"SNAI1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"SNAI2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"TCF3",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"TGFbeta",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"TWIST1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"TWIST2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"VIM",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"ZEB1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"ZEB2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"miR101",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"miR141",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"miR200a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"miR200b",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"miR200c",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"miR205",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.341949807569582,-1,-0.000882404965347049
"miR30c",0.341949807569582,0.341949807569582,-0.341949807569582,0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,-0.341949807569582,0.341949807569582,0.341949807569582,0.341949807569582,0.341949807569582,0.341949807569582,-0.341949807569582,1,0.341949807569582,0.000501661777142804
"miR34a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.341949807569582,1,0.000882404965347049
"miR9",0.000882404965347049,0.000882404965347049,-0.000882404965347049,0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,-0.000882404965347049,0.000882404965347049,0.000882404965347049,0.000882404965347049,0.000882404965347049,0.000882404965347049,-0.000882404965347049,0.000501661777142804,0.000882404965347049,1
