"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.818723029009657,-0.818723029009657,-0.0107964371444159,-0.818723029009657,-1,-0.00740012429660819,0.0112763695383808,-1,-1,-1,-0.818723029009657,-1,-1,-0.90946651081101,-0.818723029009657,-0.818723029009657,1,0.818723029009657,0.818723029009657,0.818723029009657,0.818723029009657,-0.0134279038129125,0.288228508079452,0.818723029009657,0.0259315088535321
"CLDN7",0.818723029009657,1,-1,-0.00856809577111562,-1,-0.818723029009657,-0.0076111415657913,0.00624619802331516,-0.818723029009657,-0.818723029009657,-0.818723029009657,-1,-0.818723029009657,-0.818723029009657,-0.909256282812932,-1,-1,0.818723029009657,1,1,1,1,-0.00796775425388033,0.10693243109538,1,0.0523928403763737
"FOXC2",-0.818723029009657,-1,1,0.00856809577111562,1,0.818723029009657,0.0076111415657913,-0.00624619802331516,0.818723029009657,0.818723029009657,0.818723029009657,1,0.818723029009657,0.818723029009657,0.909256282812932,1,1,-0.818723029009657,-1,-1,-1,-1,0.00796775425388033,-0.10693243109538,-1,-0.0523928403763737
"GRHL2",-0.0107964371444159,-0.00856809577111562,0.00856809577111562,1,0.00856809577111562,0.0107964371444159,0.558867658842821,-0.122988952126223,0.0107964371444159,0.0107964371444159,0.0107964371444159,0.00856809577111562,0.0107964371444159,0.0107964371444159,0.0301900673697635,0.00856809577111562,0.00856809577111562,-0.0107964371444159,-0.00856809577111562,-0.00856809577111562,-0.00856809577111562,-0.00856809577111562,0.555217424808819,0.000117981851265776,-0.00856809577111562,0.00536617553837715
"GSC",-0.818723029009657,-1,1,0.00856809577111562,1,0.818723029009657,0.0076111415657913,-0.00624619802331516,0.818723029009657,0.818723029009657,0.818723029009657,1,0.818723029009657,0.818723029009657,0.909256282812932,1,1,-0.818723029009657,-1,-1,-1,-1,0.00796775425388033,-0.10693243109538,-1,-0.0523928403763737
"KLF8",-1,-0.818723029009657,0.818723029009657,0.0107964371444159,0.818723029009657,1,0.00740012429660819,-0.0112763695383808,1,1,1,0.818723029009657,1,1,0.90946651081101,0.818723029009657,0.818723029009657,-1,-0.818723029009657,-0.818723029009657,-0.818723029009657,-0.818723029009657,0.0134279038129125,-0.288228508079452,-0.818723029009657,-0.0259315088535321
"NP63",-0.00740012429660819,-0.0076111415657913,0.0076111415657913,0.558867658842821,0.0076111415657913,0.00740012429660819,1,-0.345040145487543,0.00740012429660819,0.00740012429660819,0.00740012429660819,0.0076111415657913,0.00740012429660819,0.00740012429660819,0.0429811054511926,0.0076111415657913,0.0076111415657913,-0.00740012429660819,-0.0076111415657913,-0.0076111415657913,-0.0076111415657913,-0.0076111415657913,0.563917091052145,-0.000127660950854418,-0.0076111415657913,-0.00375575949085951
"OVOL2",0.0112763695383808,0.00624619802331516,-0.00624619802331516,-0.122988952126223,-0.00624619802331516,-0.0112763695383808,-0.345040145487543,1,-0.0112763695383808,-0.0112763695383808,-0.0112763695383808,-0.00624619802331516,-0.0112763695383808,-0.0112763695383808,-0.0460685078882093,-0.00624619802331516,-0.00624619802331516,0.0112763695383808,0.00624619802331516,0.00624619802331516,0.00624619802331516,0.00624619802331516,-0.11833569025341,0.00360360860739966,0.00624619802331516,0.00155890196687203
"SNAI1",-1,-0.818723029009657,0.818723029009657,0.0107964371444159,0.818723029009657,1,0.00740012429660819,-0.0112763695383808,1,1,1,0.818723029009657,1,1,0.90946651081101,0.818723029009657,0.818723029009657,-1,-0.818723029009657,-0.818723029009657,-0.818723029009657,-0.818723029009657,0.0134279038129125,-0.288228508079452,-0.818723029009657,-0.0259315088535321
"SNAI2",-1,-0.818723029009657,0.818723029009657,0.0107964371444159,0.818723029009657,1,0.00740012429660819,-0.0112763695383808,1,1,1,0.818723029009657,1,1,0.90946651081101,0.818723029009657,0.818723029009657,-1,-0.818723029009657,-0.818723029009657,-0.818723029009657,-0.818723029009657,0.0134279038129125,-0.288228508079452,-0.818723029009657,-0.0259315088535321
"TCF3",-1,-0.818723029009657,0.818723029009657,0.0107964371444159,0.818723029009657,1,0.00740012429660819,-0.0112763695383808,1,1,1,0.818723029009657,1,1,0.90946651081101,0.818723029009657,0.818723029009657,-1,-0.818723029009657,-0.818723029009657,-0.818723029009657,-0.818723029009657,0.0134279038129125,-0.288228508079452,-0.818723029009657,-0.0259315088535321
