"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,0.2301804491692,-1,-1,0.2301804491692,0.616328673051422,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.2301804491692,0.228924609745747,1,-0.00286648811634744
"CLDN7",1,1,-1,0.2301804491692,-1,-1,0.2301804491692,0.616328673051422,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.2301804491692,0.228924609745747,1,-0.00286648811634744
"FOXC2",-1,-1,1,-0.2301804491692,1,1,-0.2301804491692,-0.616328673051422,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.2301804491692,-0.228924609745747,-1,0.00286648811634744
"GRHL2",0.2301804491692,0.2301804491692,-0.2301804491692,1,-0.2301804491692,-0.2301804491692,1,0.61389574971592,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,0.2301804491692,0.2301804491692,0.2301804491692,0.2301804491692,0.2301804491692,1,0.00959441506064198,0.2301804491692,0.00679418142430514
"GSC",-1,-1,1,-0.2301804491692,1,1,-0.2301804491692,-0.616328673051422,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.2301804491692,-0.228924609745747,-1,0.00286648811634744
"KLF8",-1,-1,1,-0.2301804491692,1,1,-0.2301804491692,-0.616328673051422,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.2301804491692,-0.228924609745747,-1,0.00286648811634744
"NP63",0.2301804491692,0.2301804491692,-0.2301804491692,1,-0.2301804491692,-0.2301804491692,1,0.61389574971592,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,-0.2301804491692,0.2301804491692,0.2301804491692,0.2301804491692,0.2301804491692,0.2301804491692,1,0.00959441506064198,0.2301804491692,0.00679418142430514
"OVOL2",0.616328673051422,0.616328673051422,-0.616328673051422,0.61389574971592,-0.616328673051422,-0.616328673051422,0.61389574971592,1,-0.616328673051422,-0.616328673051422,-0.616328673051422,-0.616328673051422,-0.616328673051422,-0.616328673051422,-0.616328673051422,-0.616328673051422,-0.616328673051422,0.616328673051422,0.616328673051422,0.616328673051422,0.616328673051422,0.616328673051422,0.61389574971592,0.121522917598725,0.616328673051422,0.00221826682300103
"SNAI1",-1,-1,1,-0.2301804491692,1,1,-0.2301804491692,-0.616328673051422,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.2301804491692,-0.228924609745747,-1,0.00286648811634744
"SNAI2",-1,-1,1,-0.2301804491692,1,1,-0.2301804491692,-0.616328673051422,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.2301804491692,-0.228924609745747,-1,0.00286648811634744
"TCF3",-1,-1,1,-0.2301804491692,1,1,-0.2301804491692,-0.616328673051422,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.2301804491692,-0.228924609745747,-1,0.00286648811634744
"TGFbeta",-1,-1,1,-0.2301804491692,1,1,-0.2301804491692,-0.616328673051422,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.2301804491692,-0.228924609745747,-1,0.00286648811634744
