"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"CLDN7",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"FOXC2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"GRHL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"GSC",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"KLF8",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"NP63",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"OVOL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"SNAI1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"SNAI2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"TCF3",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"TGFbeta",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"TWIST1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"TWIST2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"VIM",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"ZEB1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"ZEB2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"miR101",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"miR141",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"miR200a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"miR200b",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"miR200c",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"miR205",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.0106614385161208,-1,-0.00527588965662258
"miR30c",0.0106614385161208,0.0106614385161208,-0.0106614385161208,0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,-0.0106614385161208,0.0106614385161208,0.0106614385161208,0.0106614385161208,0.0106614385161208,0.0106614385161208,-0.0106614385161208,1,0.0106614385161208,2.69676005669812e-05
"miR34a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.0106614385161208,1,0.00527588965662258
"miR9",0.00527588965662258,0.00527588965662258,-0.00527588965662258,0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,-0.00527588965662258,0.00527588965662258,0.00527588965662258,0.00527588965662258,0.00527588965662258,0.00527588965662258,-0.00527588965662258,2.69676005669812e-05,0.00527588965662258,1
