"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,-0.27057918574788,-1,-1,-0.270173165695657,0.279805007541902,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.260330227990811,0.190298476205498,1,0.0499804323269229
"CLDN7",1,1,-1,-0.27057918574788,-1,-1,-0.270173165695657,0.279805007541902,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.260330227990811,0.190298476205498,1,0.0499804323269229
"FOXC2",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"GRHL2",-0.27057918574788,-0.27057918574788,0.27057918574788,1,0.27057918574788,0.27057918574788,0.463670143207257,0.0570021839432658,0.27057918574788,0.27057918574788,0.27057918574788,0.27057918574788,0.27057918574788,0.27057918574788,0.27057918574788,0.27057918574788,0.27057918574788,-0.27057918574788,-0.27057918574788,-0.27057918574788,-0.27057918574788,-0.27057918574788,0.490404438873108,-0.044952090129286,-0.27057918574788,-0.00582056438662077
"GSC",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"KLF8",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"NP63",-0.270173165695657,-0.270173165695657,0.270173165695657,0.463670143207257,0.270173165695657,0.270173165695657,1,-0.340024525094508,0.270173165695657,0.270173165695657,0.270173165695657,0.270173165695657,0.270173165695657,0.270173165695657,0.270173165695657,0.270173165695657,0.270173165695657,-0.270173165695657,-0.270173165695657,-0.270173165695657,-0.270173165695657,-0.270173165695657,0.530932939496127,-0.0574074457629477,-0.270173165695657,-0.0190686475138005
"OVOL2",0.279805007541902,0.279805007541902,-0.279805007541902,0.0570021839432658,-0.279805007541902,-0.279805007541902,-0.340024525094508,1,-0.279805007541902,-0.279805007541902,-0.279805007541902,-0.279805007541902,-0.279805007541902,-0.279805007541902,-0.279805007541902,-0.279805007541902,-0.279805007541902,0.279805007541902,0.279805007541902,0.279805007541902,0.279805007541902,0.279805007541902,-0.0652230859990603,0.0574159001305282,0.279805007541902,0.0182661029585557
"SNAI1",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"SNAI2",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"TCF3",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"TGFbeta",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"TWIST1",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"TWIST2",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"VIM",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"ZEB1",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
"ZEB2",-1,-1,1,0.27057918574788,1,1,0.270173165695657,-0.279805007541902,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.260330227990811,-0.190298476205498,-1,-0.0499804323269229
