"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"CLDN7",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"FOXC2",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"GRHL2",0.279999954341164,0.279999954341164,-0.279999954341164,1,-0.279999954341164,-0.279999954341164,1,0.651310699871076,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,1,-0.00624733022913725,0.279999954341164,-0.00482699150410485
"GSC",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"KLF8",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"NP63",0.279999954341164,0.279999954341164,-0.279999954341164,1,-0.279999954341164,-0.279999954341164,1,0.651310699871076,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,1,-0.00624733022913725,0.279999954341164,-0.00482699150410485
"OVOL2",0.628687396102971,0.628687396102971,-0.628687396102971,0.651310699871076,-0.628687396102971,-0.628687396102971,0.651310699871076,1,-0.628687396102971,-0.628687396102971,-0.628687396102971,-0.628687396102971,-0.628687396102971,-0.628687396102971,-0.628687396102971,-0.628687396102971,-0.628687396102971,0.628687396102971,0.628687396102971,0.628687396102971,0.628687396102971,0.628687396102971,0.651310699871076,0.0325757156773381,0.628687396102971,0.00557608433376165
"SNAI1",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"SNAI2",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"TCF3",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"TGFbeta",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"TWIST1",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"TWIST2",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"VIM",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"ZEB1",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"ZEB2",-1,-1,1,-0.279999954341164,1,1,-0.279999954341164,-0.628687396102971,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-0.279999954341164,-0.0700029280592035,-1,-0.00577350848622321
"miR101",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"miR141",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"miR200a",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"miR200b",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"miR200c",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"miR205",0.279999954341164,0.279999954341164,-0.279999954341164,1,-0.279999954341164,-0.279999954341164,1,0.651310699871076,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,-0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,0.279999954341164,1,-0.00624733022913725,0.279999954341164,-0.00482699150410485
"miR30c",0.0700029280592035,0.0700029280592035,-0.0700029280592035,-0.00624733022913725,-0.0700029280592035,-0.0700029280592035,-0.00624733022913725,0.0325757156773381,-0.0700029280592035,-0.0700029280592035,-0.0700029280592035,-0.0700029280592035,-0.0700029280592035,-0.0700029280592035,-0.0700029280592035,-0.0700029280592035,-0.0700029280592035,0.0700029280592035,0.0700029280592035,0.0700029280592035,0.0700029280592035,0.0700029280592035,-0.00624733022913725,1,0.0700029280592035,-0.00464259809665912
"miR34a",1,1,-1,0.279999954341164,-1,-1,0.279999954341164,0.628687396102971,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0.279999954341164,0.0700029280592035,1,0.00577350848622321
"miR9",0.00577350848622321,0.00577350848622321,-0.00577350848622321,-0.00482699150410485,-0.00577350848622321,-0.00577350848622321,-0.00482699150410485,0.00557608433376165,-0.00577350848622321,-0.00577350848622321,-0.00577350848622321,-0.00577350848622321,-0.00577350848622321,-0.00577350848622321,-0.00577350848622321,-0.00577350848622321,-0.00577350848622321,0.00577350848622321,0.00577350848622321,0.00577350848622321,0.00577350848622321,0.00577350848622321,-0.00482699150410485,-0.00464259809665912,0.00577350848622321,1
