"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.569297384796162,-1,0.569297384796162,-0.569297384796162,-1,0.569297384796162,0.569297384796162,-1,-1,-1,-0.569297384796162,-1,-1,-1,-0.569297384796162,-0.83188456301267,1,0.569297384796162,0.83188456301267,0.83188456301267,0.569297384796162,0.569297384796162,0.252057326284333,1,-0.0303267023922369
"CLDN7",0.569297384796162,1,-0.569297384796162,1,-1,-0.569297384796162,1,1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.737426525792167,0.569297384796162,1,0.737426525792167,0.737426525792167,1,1,0.0543272953181447,0.569297384796162,0.00570175248856838
"FOXC2",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
"GRHL2",0.569297384796162,1,-0.569297384796162,1,-1,-0.569297384796162,1,1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.737426525792167,0.569297384796162,1,0.737426525792167,0.737426525792167,1,1,0.0543272953181447,0.569297384796162,0.00570175248856838
"GSC",-0.569297384796162,-1,0.569297384796162,-1,1,0.569297384796162,-1,-1,0.569297384796162,0.569297384796162,0.569297384796162,1,0.569297384796162,0.569297384796162,0.569297384796162,1,0.737426525792167,-0.569297384796162,-1,-0.737426525792167,-0.737426525792167,-1,-1,-0.0543272953181447,-0.569297384796162,-0.00570175248856838
"KLF8",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
"NP63",0.569297384796162,1,-0.569297384796162,1,-1,-0.569297384796162,1,1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.737426525792167,0.569297384796162,1,0.737426525792167,0.737426525792167,1,1,0.0543272953181447,0.569297384796162,0.00570175248856838
"OVOL2",0.569297384796162,1,-0.569297384796162,1,-1,-0.569297384796162,1,1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.569297384796162,-0.569297384796162,-0.569297384796162,-1,-0.737426525792167,0.569297384796162,1,0.737426525792167,0.737426525792167,1,1,0.0543272953181447,0.569297384796162,0.00570175248856838
"SNAI1",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
"SNAI2",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
"TCF3",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
"TGFbeta",-0.569297384796162,-1,0.569297384796162,-1,1,0.569297384796162,-1,-1,0.569297384796162,0.569297384796162,0.569297384796162,1,0.569297384796162,0.569297384796162,0.569297384796162,1,0.737426525792167,-0.569297384796162,-1,-0.737426525792167,-0.737426525792167,-1,-1,-0.0543272953181447,-0.569297384796162,-0.00570175248856838
"TWIST1",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
"TWIST2",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
"VIM",-1,-0.569297384796162,1,-0.569297384796162,0.569297384796162,1,-0.569297384796162,-0.569297384796162,1,1,1,0.569297384796162,1,1,1,0.569297384796162,0.83188456301267,-1,-0.569297384796162,-0.83188456301267,-0.83188456301267,-0.569297384796162,-0.569297384796162,-0.252057326284333,-1,0.0303267023922369
