"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.937355061669558,-1,0.0102866564291483,-0.937355061669558,-1,0.0102866564291483,0.481451108085647,-1,-1,-1,-0.937355061669558,-1,-1,-0.937355061669558,-0.937355061669558,-0.849890709476536,1,0.937355061669558,0.937355061669558,0.937355061669558,0.849890709476536,0.0102866564291483,0.246103620040114,0.937355061669558,0.00945854543278696
"CLDN7",0.937355061669558,1,-0.937355061669558,0.072926012252107,-1,-0.937355061669558,0.072926012252107,0.544106632181755,-0.937355061669558,-0.937355061669558,-0.937355061669558,-1,-0.937355061669558,-0.937355061669558,-1,-1,-0.912540262570216,0.937355061669558,1,1,1,0.912540262570216,0.072926012252107,0.183469630784658,1,0.0308581358098883
"FOXC2",-1,-0.937355061669558,1,-0.0102866564291483,0.937355061669558,1,-0.0102866564291483,-0.481451108085647,1,1,1,0.937355061669558,1,1,0.937355061669558,0.937355061669558,0.849890709476536,-1,-0.937355061669558,-0.937355061669558,-0.937355061669558,-0.849890709476536,-0.0102866564291483,-0.246103620040114,-0.937355061669558,-0.00945854543278696
"GRHL2",0.0102866564291483,0.072926012252107,-0.0102866564291483,1,-0.072926012252107,-0.0102866564291483,1,0.528875535910221,-0.0102866564291483,-0.0102866564291483,-0.0102866564291483,-0.072926012252107,-0.0102866564291483,-0.0102866564291483,-0.072926012252107,-0.072926012252107,-0.160398398517752,0.0102866564291483,0.072926012252107,0.072926012252107,0.072926012252107,0.160398398517752,1,-0.00228875300094436,0.072926012252107,-0.0127347893325108
"GSC",-0.937355061669558,-1,0.937355061669558,-0.072926012252107,1,0.937355061669558,-0.072926012252107,-0.544106632181755,0.937355061669558,0.937355061669558,0.937355061669558,1,0.937355061669558,0.937355061669558,1,1,0.912540262570216,-0.937355061669558,-1,-1,-1,-0.912540262570216,-0.072926012252107,-0.183469630784658,-1,-0.0308581358098883
"KLF8",-1,-0.937355061669558,1,-0.0102866564291483,0.937355061669558,1,-0.0102866564291483,-0.481451108085647,1,1,1,0.937355061669558,1,1,0.937355061669558,0.937355061669558,0.849890709476536,-1,-0.937355061669558,-0.937355061669558,-0.937355061669558,-0.849890709476536,-0.0102866564291483,-0.246103620040114,-0.937355061669558,-0.00945854543278696
"NP63",0.0102866564291483,0.072926012252107,-0.0102866564291483,1,-0.072926012252107,-0.0102866564291483,1,0.528875535910221,-0.0102866564291483,-0.0102866564291483,-0.0102866564291483,-0.072926012252107,-0.0102866564291483,-0.0102866564291483,-0.072926012252107,-0.072926012252107,-0.160398398517752,0.0102866564291483,0.072926012252107,0.072926012252107,0.072926012252107,0.160398398517752,1,-0.00228875300094436,0.072926012252107,-0.0127347893325108
"OVOL2",0.481451108085647,0.544106632181755,-0.481451108085647,0.528875535910221,-0.544106632181755,-0.481451108085647,0.528875535910221,1,-0.481451108085647,-0.481451108085647,-0.481451108085647,-0.544106632181755,-0.481451108085647,-0.481451108085647,-0.544106632181755,-0.544106632181755,-0.545092364733639,0.481451108085647,0.544106632181755,0.544106632181755,0.544106632181755,0.545092364733639,0.528875535910221,0.0901610891128193,0.544106632181755,0.00891189867181856
"SNAI1",-1,-0.937355061669558,1,-0.0102866564291483,0.937355061669558,1,-0.0102866564291483,-0.481451108085647,1,1,1,0.937355061669558,1,1,0.937355061669558,0.937355061669558,0.849890709476536,-1,-0.937355061669558,-0.937355061669558,-0.937355061669558,-0.849890709476536,-0.0102866564291483,-0.246103620040114,-0.937355061669558,-0.00945854543278696
"SNAI2",-1,-0.937355061669558,1,-0.0102866564291483,0.937355061669558,1,-0.0102866564291483,-0.481451108085647,1,1,1,0.937355061669558,1,1,0.937355061669558,0.937355061669558,0.849890709476536,-1,-0.937355061669558,-0.937355061669558,-0.937355061669558,-0.849890709476536,-0.0102866564291483,-0.246103620040114,-0.937355061669558,-0.00945854543278696
