"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,-0.262968416678545,-1,-1,-0.265988028601679,0.263780216256285,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.263579080062611,0.0239735319425071,1,0.0131417906842285
"CLDN7",1,1,-1,-0.262968416678545,-1,-1,-0.265988028601679,0.263780216256285,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.263579080062611,0.0239735319425071,1,0.0131417906842285
"FOXC2",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"GRHL2",-0.262968416678545,-0.262968416678545,0.262968416678545,1,0.262968416678545,0.262968416678545,0.461628707439252,0.0707392901300052,0.262968416678545,0.262968416678545,0.262968416678545,0.262968416678545,0.262968416678545,0.262968416678545,0.262968416678545,0.262968416678545,0.262968416678545,-0.262968416678545,-0.262968416678545,-0.262968416678545,-0.262968416678545,-0.262968416678545,0.506978332628895,-0.000508372789620688,-0.262968416678545,-0.0077271372890317
"GSC",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"KLF8",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"NP63",-0.265988028601679,-0.265988028601679,0.265988028601679,0.461628707439252,0.265988028601679,0.265988028601679,1,-0.337586827674708,0.265988028601679,0.265988028601679,0.265988028601679,0.265988028601679,0.265988028601679,0.265988028601679,0.265988028601679,0.265988028601679,0.265988028601679,-0.265988028601679,-0.265988028601679,-0.265988028601679,-0.265988028601679,-0.265988028601679,0.528425085344424,0.00204492974421535,-0.265988028601679,-0.00633605960291605
"OVOL2",0.263780216256285,0.263780216256285,-0.263780216256285,0.0707392901300052,-0.263780216256285,-0.263780216256285,-0.337586827674708,1,-0.263780216256285,-0.263780216256285,-0.263780216256285,-0.263780216256285,-0.263780216256285,-0.263780216256285,-0.263780216256285,-0.263780216256285,-0.263780216256285,0.263780216256285,0.263780216256285,0.263780216256285,0.263780216256285,0.263780216256285,-0.0626706736499037,0.00577949723884621,0.263780216256285,0.00011491980379187
"SNAI1",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"SNAI2",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"TCF3",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"TGFbeta",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"TWIST1",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"TWIST2",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"VIM",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"ZEB1",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
"ZEB2",-1,-1,1,0.262968416678545,1,1,0.265988028601679,-0.263780216256285,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.263579080062611,-0.0239735319425071,-1,-0.0131417906842285
