"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.767891668406949,-1,0.767891668406949,-0.767891668406949,-1,0.767891668406949,0.767891668406949,-1,-1,-1,-0.767891668406949,-1,-1,-1,-0.767891668406949,-0.767891668406949,1,0.767891668406949,0.767891668406949,0.767891668406949,0.767891668406949,0.767891668406949,0.28166344438842,0.767891668406949,-0.0106903306856589
"CLDN7",0.767891668406949,1,-0.767891668406949,1,-1,-0.767891668406949,1,1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-1,0.767891668406949,1,1,1,1,1,0.04952393163007,1,-0.00470349472603987
"FOXC2",-1,-0.767891668406949,1,-0.767891668406949,0.767891668406949,1,-0.767891668406949,-0.767891668406949,1,1,1,0.767891668406949,1,1,1,0.767891668406949,0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.28166344438842,-0.767891668406949,0.0106903306856589
"GRHL2",0.767891668406949,1,-0.767891668406949,1,-1,-0.767891668406949,1,1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-1,0.767891668406949,1,1,1,1,1,0.04952393163007,1,-0.00470349472603987
"GSC",-0.767891668406949,-1,0.767891668406949,-1,1,0.767891668406949,-1,-1,0.767891668406949,0.767891668406949,0.767891668406949,1,0.767891668406949,0.767891668406949,0.767891668406949,1,1,-0.767891668406949,-1,-1,-1,-1,-1,-0.04952393163007,-1,0.00470349472603987
"KLF8",-1,-0.767891668406949,1,-0.767891668406949,0.767891668406949,1,-0.767891668406949,-0.767891668406949,1,1,1,0.767891668406949,1,1,1,0.767891668406949,0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.28166344438842,-0.767891668406949,0.0106903306856589
"NP63",0.767891668406949,1,-0.767891668406949,1,-1,-0.767891668406949,1,1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-1,0.767891668406949,1,1,1,1,1,0.04952393163007,1,-0.00470349472603987
"OVOL2",0.767891668406949,1,-0.767891668406949,1,-1,-0.767891668406949,1,1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-1,-1,0.767891668406949,1,1,1,1,1,0.04952393163007,1,-0.00470349472603987
"SNAI1",-1,-0.767891668406949,1,-0.767891668406949,0.767891668406949,1,-0.767891668406949,-0.767891668406949,1,1,1,0.767891668406949,1,1,1,0.767891668406949,0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.28166344438842,-0.767891668406949,0.0106903306856589
"SNAI2",-1,-0.767891668406949,1,-0.767891668406949,0.767891668406949,1,-0.767891668406949,-0.767891668406949,1,1,1,0.767891668406949,1,1,1,0.767891668406949,0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.28166344438842,-0.767891668406949,0.0106903306856589
"TCF3",-1,-0.767891668406949,1,-0.767891668406949,0.767891668406949,1,-0.767891668406949,-0.767891668406949,1,1,1,0.767891668406949,1,1,1,0.767891668406949,0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.28166344438842,-0.767891668406949,0.0106903306856589
"TGFbeta",-0.767891668406949,-1,0.767891668406949,-1,1,0.767891668406949,-1,-1,0.767891668406949,0.767891668406949,0.767891668406949,1,0.767891668406949,0.767891668406949,0.767891668406949,1,1,-0.767891668406949,-1,-1,-1,-1,-1,-0.04952393163007,-1,0.00470349472603987
"TWIST1",-1,-0.767891668406949,1,-0.767891668406949,0.767891668406949,1,-0.767891668406949,-0.767891668406949,1,1,1,0.767891668406949,1,1,1,0.767891668406949,0.767891668406949,-1,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.767891668406949,-0.28166344438842,-0.767891668406949,0.0106903306856589
