"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.737666233659589,-1,0.737666233659589,-0.737666233659589,-1,0.737666233659589,0.737666233659589,-1,-1,-1,-0.737666233659589,-1,-1,-1,-0.737666233659589,-0.737666233659589,1,0.737666233659589,0.737666233659589,0.737666233659589,0.737666233659589,0.737666233659589,0.0947299997227295,1,-0.024137705156689
"CLDN7",0.737666233659589,1,-0.737666233659589,1,-1,-0.737666233659589,1,1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-1,0.737666233659589,1,1,1,1,1,0.187372651207632,0.737666233659589,0.14334477746675
"FOXC2",-1,-0.737666233659589,1,-0.737666233659589,0.737666233659589,1,-0.737666233659589,-0.737666233659589,1,1,1,0.737666233659589,1,1,1,0.737666233659589,0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.0947299997227295,-1,0.024137705156689
"GRHL2",0.737666233659589,1,-0.737666233659589,1,-1,-0.737666233659589,1,1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-1,0.737666233659589,1,1,1,1,1,0.187372651207632,0.737666233659589,0.14334477746675
"GSC",-0.737666233659589,-1,0.737666233659589,-1,1,0.737666233659589,-1,-1,0.737666233659589,0.737666233659589,0.737666233659589,1,0.737666233659589,0.737666233659589,0.737666233659589,1,1,-0.737666233659589,-1,-1,-1,-1,-1,-0.187372651207632,-0.737666233659589,-0.14334477746675
"KLF8",-1,-0.737666233659589,1,-0.737666233659589,0.737666233659589,1,-0.737666233659589,-0.737666233659589,1,1,1,0.737666233659589,1,1,1,0.737666233659589,0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.0947299997227295,-1,0.024137705156689
"NP63",0.737666233659589,1,-0.737666233659589,1,-1,-0.737666233659589,1,1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-1,0.737666233659589,1,1,1,1,1,0.187372651207632,0.737666233659589,0.14334477746675
"OVOL2",0.737666233659589,1,-0.737666233659589,1,-1,-0.737666233659589,1,1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-1,-1,0.737666233659589,1,1,1,1,1,0.187372651207632,0.737666233659589,0.14334477746675
"SNAI1",-1,-0.737666233659589,1,-0.737666233659589,0.737666233659589,1,-0.737666233659589,-0.737666233659589,1,1,1,0.737666233659589,1,1,1,0.737666233659589,0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.0947299997227295,-1,0.024137705156689
"SNAI2",-1,-0.737666233659589,1,-0.737666233659589,0.737666233659589,1,-0.737666233659589,-0.737666233659589,1,1,1,0.737666233659589,1,1,1,0.737666233659589,0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.0947299997227295,-1,0.024137705156689
"TCF3",-1,-0.737666233659589,1,-0.737666233659589,0.737666233659589,1,-0.737666233659589,-0.737666233659589,1,1,1,0.737666233659589,1,1,1,0.737666233659589,0.737666233659589,-1,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.737666233659589,-0.0947299997227295,-1,0.024137705156689
