"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"CLDN7",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"FOXC2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"GRHL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"GSC",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"KLF8",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"NP63",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"OVOL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"SNAI1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"SNAI2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"TCF3",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"TGFbeta",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"TWIST1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"TWIST2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"VIM",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"ZEB1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"ZEB2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.0991274440856021,-1,0.0217092575197876
"miR101",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"miR141",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"miR200a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"miR200b",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"miR200c",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"miR205",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"miR30c",0.0991274440856021,0.0991274440856021,-0.0991274440856021,0.0991274440856021,-0.0991274440856021,-0.0991274440856021,0.0991274440856021,0.0991274440856021,-0.0991274440856021,-0.0991274440856021,-0.0991274440856021,-0.0991274440856021,-0.0991274440856021,-0.0991274440856021,-0.0991274440856021,-0.0991274440856021,-0.0991274440856021,0.0991274440856021,0.0991274440856021,0.0991274440856021,0.0991274440856021,0.0991274440856021,0.0991274440856021,1,0.0991274440856021,0.00648246431401427
"miR34a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0991274440856021,1,-0.0217092575197876
"miR9",-0.0217092575197876,-0.0217092575197876,0.0217092575197876,-0.0217092575197876,0.0217092575197876,0.0217092575197876,-0.0217092575197876,-0.0217092575197876,0.0217092575197876,0.0217092575197876,0.0217092575197876,0.0217092575197876,0.0217092575197876,0.0217092575197876,0.0217092575197876,0.0217092575197876,0.0217092575197876,-0.0217092575197876,-0.0217092575197876,-0.0217092575197876,-0.0217092575197876,-0.0217092575197876,-0.0217092575197876,0.00648246431401427,-0.0217092575197876,1
