"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"CLDN7",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"FOXC2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"GRHL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"GSC",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"KLF8",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"NP63",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"OVOL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"SNAI1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"SNAI2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"TCF3",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"TGFbeta",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"TWIST1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"TWIST2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"VIM",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"ZEB1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"ZEB2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"miR101",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"miR141",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"miR200a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"miR200b",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"miR200c",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"miR205",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.16314975342388,-1,0.00429986576727793
"miR30c",0.16314975342388,0.16314975342388,-0.16314975342388,0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,-0.16314975342388,0.16314975342388,0.16314975342388,0.16314975342388,0.16314975342388,0.16314975342388,-0.16314975342388,1,0.16314975342388,0.000699660243928998
"miR34a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.16314975342388,1,-0.00429986576727793
"miR9",-0.00429986576727793,-0.00429986576727793,0.00429986576727793,-0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,-0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,0.00429986576727793,-0.00429986576727793,-0.00429986576727793,-0.00429986576727793,-0.00429986576727793,-0.00429986576727793,0.00429986576727793,0.000699660243928998,-0.00429986576727793,1
