"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"CLDN7",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"FOXC2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"GRHL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"GSC",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"KLF8",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"NP63",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"OVOL2",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"SNAI1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"SNAI2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"TCF3",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"TGFbeta",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"TWIST1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"TWIST2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"VIM",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"ZEB1",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"ZEB2",-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-0.045898316101485,-1,0.00789093490585509
"miR101",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"miR141",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"miR200a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"miR200b",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"miR200c",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"miR205",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"miR30c",0.0458983161014849,0.0458983161014849,-0.045898316101485,0.0458983161014849,-0.045898316101485,-0.045898316101485,0.0458983161014849,0.0458983161014849,-0.045898316101485,-0.045898316101485,-0.045898316101485,-0.045898316101485,-0.045898316101485,-0.045898316101485,-0.045898316101485,-0.045898316101485,-0.045898316101485,0.0458983161014849,0.0458983161014849,0.0458983161014849,0.0458983161014849,0.0458983161014849,0.0458983161014849,1,0.0458983161014849,-0.00569660849893056
"miR34a",1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0.0458983161014849,1,-0.00789093490585507
"miR9",-0.00789093490585507,-0.00789093490585507,0.00789093490585509,-0.00789093490585507,0.00789093490585509,0.00789093490585509,-0.00789093490585507,-0.00789093490585507,0.00789093490585509,0.00789093490585509,0.00789093490585509,0.00789093490585509,0.00789093490585509,0.00789093490585509,0.00789093490585509,0.00789093490585509,0.00789093490585509,-0.00789093490585507,-0.00789093490585507,-0.00789093490585507,-0.00789093490585507,-0.00789093490585507,-0.00789093490585507,-0.00569660849893056,-0.00789093490585507,1
