"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,0.880349204013311,-1,0.880349204013311,-1,-1,0.880349204013311,0.880349204013311,-1,-1,-1,-1,-1,-0.880349204013311,-1,-0.880349204013311,-1,1,0.880349204013311,1,1,0.880349204013311,0.880349204013311,0.14687973539425,0.880349204013311,0.126682255441792
"CLDN7",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"FOXC2",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"GRHL2",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"GSC",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"KLF8",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"NP63",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"OVOL2",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"SNAI1",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"SNAI2",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"TCF3",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"TGFbeta",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"TWIST1",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"TWIST2",-0.880349204013311,-1,0.880349204013311,-1,0.880349204013311,0.880349204013311,-1,-1,0.880349204013311,0.880349204013311,0.880349204013311,0.880349204013311,0.880349204013311,1,0.880349204013311,1,0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-0.880349204013311,-1,-1,-0.0272267100647918,-1,-0.00702698925537129
"VIM",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"ZEB1",-0.880349204013311,-1,0.880349204013311,-1,0.880349204013311,0.880349204013311,-1,-1,0.880349204013311,0.880349204013311,0.880349204013311,0.880349204013311,0.880349204013311,1,0.880349204013311,1,0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-0.880349204013311,-1,-1,-0.0272267100647918,-1,-0.00702698925537129
"ZEB2",-1,-0.880349204013311,1,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,1,1,1,1,1,0.880349204013311,1,0.880349204013311,1,-1,-0.880349204013311,-1,-1,-0.880349204013311,-0.880349204013311,-0.14687973539425,-0.880349204013311,-0.126682255441792
"miR101",1,0.880349204013311,-1,0.880349204013311,-1,-1,0.880349204013311,0.880349204013311,-1,-1,-1,-1,-1,-0.880349204013311,-1,-0.880349204013311,-1,1,0.880349204013311,1,1,0.880349204013311,0.880349204013311,0.14687973539425,0.880349204013311,0.126682255441792
"miR141",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"miR200a",1,0.880349204013311,-1,0.880349204013311,-1,-1,0.880349204013311,0.880349204013311,-1,-1,-1,-1,-1,-0.880349204013311,-1,-0.880349204013311,-1,1,0.880349204013311,1,1,0.880349204013311,0.880349204013311,0.14687973539425,0.880349204013311,0.126682255441792
"miR200b",1,0.880349204013311,-1,0.880349204013311,-1,-1,0.880349204013311,0.880349204013311,-1,-1,-1,-1,-1,-0.880349204013311,-1,-0.880349204013311,-1,1,0.880349204013311,1,1,0.880349204013311,0.880349204013311,0.14687973539425,0.880349204013311,0.126682255441792
"miR200c",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"miR205",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"miR30c",0.14687973539425,0.0272267100647918,-0.14687973539425,0.0272267100647918,-0.14687973539425,-0.14687973539425,0.0272267100647918,0.0272267100647918,-0.14687973539425,-0.14687973539425,-0.14687973539425,-0.14687973539425,-0.14687973539425,-0.0272267100647918,-0.14687973539425,-0.0272267100647918,-0.14687973539425,0.14687973539425,0.0272267100647918,0.14687973539425,0.14687973539425,0.0272267100647918,0.0272267100647918,1,0.0272267100647918,-0.00141659801224971
"miR34a",0.880349204013311,1,-0.880349204013311,1,-0.880349204013311,-0.880349204013311,1,1,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-0.880349204013311,-1,-0.880349204013311,-1,-0.880349204013311,0.880349204013311,1,0.880349204013311,0.880349204013311,1,1,0.0272267100647918,1,0.00702698925537132
"miR9",0.126682255441792,0.00702698925537132,-0.126682255441792,0.00702698925537132,-0.126682255441792,-0.126682255441792,0.00702698925537132,0.00702698925537132,-0.126682255441792,-0.126682255441792,-0.126682255441792,-0.126682255441792,-0.126682255441792,-0.00702698925537129,-0.126682255441792,-0.00702698925537129,-0.126682255441792,0.126682255441792,0.00702698925537132,0.126682255441792,0.126682255441792,0.00702698925537132,0.00702698925537132,-0.00141659801224971,0.00702698925537132,1
