"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"CLDN7",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"FOXC2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"GRHL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"GSC",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"KLF8",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"NP63",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"OVOL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"SNAI1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"SNAI2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"TCF3",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"TGFbeta",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"TWIST1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"TWIST2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"VIM",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"ZEB1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"ZEB2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"miR101",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"miR141",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"miR200a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"miR200b",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"miR200c",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"miR205",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.378242494288129,-1,0.00752496092864402
"miR30c",0.378242494288129,0.378242494288129,-0.378242494288129,0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,-0.378242494288129,0.378242494288129,0.378242494288129,0.378242494288129,0.378242494288129,0.378242494288129,-0.378242494288129,1,0.378242494288129,-0.00624495017676202
"miR34a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.378242494288129,1,-0.00752496092864397
"miR9",-0.00752496092864397,-0.00752496092864397,0.00752496092864402,-0.00752496092864397,0.00752496092864402,0.00752496092864402,0.00752496092864402,-0.00752496092864397,0.00752496092864402,0.00752496092864402,0.00752496092864402,0.00752496092864402,0.00752496092864402,0.00752496092864402,0.00752496092864402,0.00752496092864402,0.00752496092864402,-0.00752496092864397,-0.00752496092864397,-0.00752496092864397,-0.00752496092864397,-0.00752496092864397,0.00752496092864402,-0.00624495017676202,-0.00752496092864397,1
