"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,-0.00367439577965894,-1,-1,-0.00106121787625186,-0.0108327328460762,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.0125044946885449,0.522260500807393,1,-0.0279313558147029
"CLDN7",1,1,-1,-0.00367439577965894,-1,-1,-0.00106121787625186,-0.0108327328460762,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-0.0125044946885449,0.522260500807393,1,-0.0279313558147029
"FOXC2",-1,-1,1,0.00367439577965894,1,1,0.00106121787625186,0.0108327328460762,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.0125044946885449,-0.522260500807392,-1,0.0279313558147029
"GRHL2",-0.00367439577965894,-0.00367439577965894,0.00367439577965894,1,0.00367439577965894,0.00367439577965894,0.559838436278182,-0.106858223411704,0.00367439577965894,0.00367439577965894,0.00367439577965894,0.00367439577965894,0.00367439577965894,0.00367439577965894,0.00367439577965894,0.00367439577965894,0.00367439577965894,-0.00367439577965894,-0.00367439577965894,-0.00367439577965894,-0.00367439577965894,-0.00367439577965894,0.555623434950389,-0.00289851633423573,-0.00367439577965894,-0.00824415113977396
"GSC",-1,-1,1,0.00367439577965894,1,1,0.00106121787625186,0.0108327328460762,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.0125044946885449,-0.522260500807392,-1,0.0279313558147029
"KLF8",-1,-1,1,0.00367439577965894,1,1,0.00106121787625186,0.0108327328460762,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.0125044946885449,-0.522260500807392,-1,0.0279313558147029
"NP63",-0.00106121787625186,-0.00106121787625186,0.00106121787625186,0.559838436278182,0.00106121787625186,0.00106121787625186,1,-0.336475556491534,0.00106121787625186,0.00106121787625186,0.00106121787625186,0.00106121787625186,0.00106121787625186,0.00106121787625186,0.00106121787625186,0.00106121787625186,0.00106121787625186,-0.00106121787625186,-0.00106121787625186,-0.00106121787625186,-0.00106121787625186,-0.00106121787625186,0.561048012390868,-0.000284523938057548,-0.00106121787625186,-0.00683771010873922
"OVOL2",-0.0108327328460762,-0.0108327328460762,0.0108327328460762,-0.106858223411704,0.0108327328460762,0.0108327328460762,-0.336475556491534,1,0.0108327328460762,0.0108327328460762,0.0108327328460762,0.0108327328460762,0.0108327328460762,0.0108327328460762,0.0108327328460762,0.0108327328460762,0.0108327328460762,-0.0108327328460762,-0.0108327328460762,-0.0108327328460762,-0.0108327328460762,-0.0108327328460762,-0.115698830710536,0.00243336398498405,-0.0108327328460762,0.00462235882469276
"SNAI1",-1,-1,1,0.00367439577965894,1,1,0.00106121787625186,0.0108327328460762,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.0125044946885449,-0.522260500807392,-1,0.0279313558147029
"SNAI2",-1,-1,1,0.00367439577965894,1,1,0.00106121787625186,0.0108327328460762,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,0.0125044946885449,-0.522260500807392,-1,0.0279313558147029
