"","CDH1","CLDN7","FOXC2","GRHL2","GSC","KLF8","NP63","OVOL2","SNAI1","SNAI2","TCF3","TGFbeta","TWIST1","TWIST2","VIM","ZEB1","ZEB2","miR101","miR141","miR200a","miR200b","miR200c","miR205","miR30c","miR34a","miR9"
"CDH1",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"CLDN7",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"FOXC2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"GRHL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"GSC",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"KLF8",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"NP63",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"OVOL2",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"SNAI1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"SNAI2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"TCF3",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"TGFbeta",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"TWIST1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"TWIST2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"VIM",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"ZEB1",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"ZEB2",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"miR101",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"miR141",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"miR200a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"miR200b",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"miR200c",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"miR205",-1,-1,1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-0.121346178143091,-1,0.0108442280565834
"miR30c",0.121346178143091,0.121346178143091,-0.121346178143091,0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,-0.121346178143091,0.121346178143091,0.121346178143091,0.121346178143091,0.121346178143091,0.121346178143091,-0.121346178143091,1,0.121346178143091,-0.00267102883668682
"miR34a",1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,0.121346178143091,1,-0.0108442280565834
"miR9",-0.0108442280565834,-0.0108442280565834,0.0108442280565834,-0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,-0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,0.0108442280565834,-0.0108442280565834,-0.0108442280565834,-0.0108442280565834,-0.0108442280565834,-0.0108442280565834,0.0108442280565834,-0.00267102883668682,-0.0108442280565834,1
